16-17/3/14																																																													
"time,"	position	"azimuths,"	zonal	"wind,"	meridional	"wind,"	reduced	"chisqr,"	"intensities,"	"temperatures,"	zonal	"distances,"	meridional	"distances,"	sig2noise																																														
	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9
	1824.54	1831.72	1725.55	1755.28	1907.52	2000.74	2073.46	1664.14	1598.54	1561.23	1523.99	1484.25	1456.07	1517.54	1555.01	1651.25	1732.2	1784.92	1816.22	1970.16	1852.37	1912.83	1928.2	1857.55	1716.91	1214.55	1189.45	1154.02	1178.29	1183.85	1199.6	1187.12	1171.22	1257.3	1365.78	1392.63	1533.31	1582.95	1674.34	1699.21	1689.91	1547.57	1443.31	818.17	803.36	901.92	863.59	943.31	937.93	964.16	1008.48	1052.69	1096.7	1197.53	1202.36	1189.46	1297.13	1475.9	1412.76	1112.12	910.73
	995.11	937.41	960.47	959.62	972.1	976.41	974.18	934.73	918.28	986.51	961.98	1024.63	1026.85	1096.15	938.65	998.12	954.22	878.2	905.46	990.54	968.96	965	1006.57	1016.34	993.22	990.78	969.72	1048.17	1107.39	1106.85	1019.73	1018.88	1030.69	1039.53	974.53	963.93	965.29	975.52	972.67	972.04	1063.59	1008.72	1006.45	1002.44	1007.59	1020.99	1058.5	1061.67	1057.16	950.86	951.44	1025.14	1025.85	1017.11	1024.72	996.15	1030.49	1019.66	929.79	990.34	1070.09
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	12221.4	14567.76	12665.81	11387.62	13465.07	9414.13	14775.52	8905.87	8509.9	6308.45	5023.97	8006.41	5952.41	5658.02	4694.77	6742.15	6564.33	6354.51	7104.97	4815.9	6660.49	6983.06	10419.02	8512.24	9860.04	5539.6	3661.05	5798.5	3946.86	2883.38	2837.59	2642.62	2478.11	2828.39	2549.57	3166.7	2846.45	4294.76	3281.75	4747.28	5225.08	5928.7	6910.94	2952.45	2270.9	1319.35	1327.32	1114.54	1640.95	1583.24	1814.81	1677.05	1516.51	2189.3	3447.41	2688.29	2734.68	2815.23	3277.3	3855.6	3967.8
	26.9539																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	-61.23	-85.06	-62.88	-94.13	-105.41	-141.98	-81.96	-43.84	-45.36	-44.38	-66.64	-69.15	-90.61	-71	-93.11	-66.94	-86.62	-87.14	-73.55	-66.35	-76.6	-48.28	-56.84	-66.28	-39.82	-28.06	-21.06	-34.14	-34.52	-50.25	-66.99	-29.71	-58.38	-79.15	-87.97	-85.71	-77.01	-66.22	-52.23	-34.25	-63.87	-74.61	-16.78	-8.27	-8.1	-7.17	-35.74	-73.02	-57.67	-2.34	-77.18	-90.8	-104.62	-97.33	-85.9	-83.89	-46.4	-70.23	-78.4	6.06	-27.86
	-19.07	-71.08	-42.67	-13.93	10.03	6.54	-22.2	-29.22	-31.14	-43.01	-13.96	-20.65	-17.11	-15.53	-18.49	14.39	-2.53	2.84	-34.39	-22.82	-9.07	-19.14	-21.02	-34.41	-21.08	-66.85	-30.05	-22.39	-40.74	-32.28	-26.65	-14.48	-3.43	-3.11	-8.29	4.36	-15.28	-16.12	-19.87	-24.01	-32.88	-61.39	-33.66	-44.52	-39.81	-61.39	-23.78	-8.69	-17.57	4.78	6.77	14.35	-1.26	31.61	2.17	15.43	-8.51	-3.74	-25.71	-12.24	-55.39
	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98
	1885.49	2048.65	1890.95	1809.89	1946.3	2080.81	2112.87	1743.9	1649.34	1596.95	1580.12	1577.45	1599.61	1619.67	1618.41	1690.92	1843.7	1872.81	1889.12	1874.94	1876.7	1913.87	1888.23	1869.27	1837.42	1355.91	1214.43	1175.04	1135.06	1158.49	1263.32	1298.78	1300.21	1317.49	1429.9	1401.7	1529.37	1544.95	1531.49	1613.07	1542	1438.67	1406.03	915.25	901.35	894.44	887.39	926.51	961.93	1087.1	1072.7	1084.69	1187.18	1186.89	1142.54	1150.37	1158.6	1374.55	1188.91	1085.08	955.35
	987.09	999.53	937.64	959.12	1003.94	1006.41	1005.73	995.4	939.94	941.7	993.3	1039.23	1000.79	999.95	997.86	943.31	903.33	972.45	988.44	962.59	986.27	985.24	1029.49	1023.91	1021.06	1019.32	1018.88	1044.38	1019.42	1019.16	1019.83	1023.47	1040.14	1041.23	1044.48	977.61	1031.48	966.36	937.04	938.29	960.61	961.95	955.83	1131.33	1181.44	1047	994.61	937.84	994.1	1284.74	1126.61	1111.32	938.28	944.16	1071.62	1036.62	1018.88	1022.44	973.44	1094.74	1092.15
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	16371.56	18982.83	15350.11	14176.71	16906.42	10495.71	16489.35	7620.04	6192.53	9202.86	5002.48	5487.61	7200.31	6310.25	5891.44	4674.89	7400.26	7631.98	6168.7	9141.97	7067.66	8520.12	7489.72	10288.7	6172.79	5951.53	3934.12	4913.13	4136.97	3188.96	3439.97	2430.42	2478.02	2423.44	3290.51	3442.88	2745.66	4694.78	8393.79	4170.69	4260.88	4180.6	4606.58	2534.05	1665.9	1688.54	1621.28	1203.37	1469.69	1297.46	1827.95	1358.62	2206.19	1686.89	2395.28	2282	3394.72	3538.1	3084.61	3060.36	2453.47
	27.0758																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	-119.98	-190.05	-126.15	-119.34	-168.21	-214.35	-256.67	-172.15	-168.89	-168.95	-156.45	-154.1	-136.71	-146.94	-169.14	-125.38	-128.96	-124.02	-129.93	-125.51	-136.3	-150.52	-140.14	-145.55	-156.57	-148.72	-155.1	-149.73	-154.65	-135.98	-132.06	-128.82	-128.05	-107.48	-80.81	-85.69	-90.2	-89.93	-86.9	-86.39	-124.43	-159.6	-122.54	-106.84	-121.29	-136.45	-148.07	-129.09	-113.15	-131.07	-139.86	-73.42	-32.8	-25.49	-16.99	-36.05	30.55	47.52	-48.82	-34.99	-104.71
	-43.56	-113.33	-111.95	-36.01	-11.75	-43.89	-119.82	-77.87	-59.49	-61.28	-69.88	-57.46	-50.54	-41.19	-52.73	-22.6	-33.21	-8.95	-10.86	-31.72	-32.55	-39.01	-46.34	-48.39	-52.88	-61.22	-66.69	-82	-57.88	-58.89	-45.65	-37.25	-37.91	-30.61	10.82	-17.04	-1.71	-18.94	-32.79	-39.63	-46.29	-70.49	-37.9	-48.85	-43.38	-31.03	-27.11	-41.41	-38.7	-39.39	-64.46	-43.39	-3.52	-9.46	-22.68	-0.4	-58.44	-47.61	-38.45	-23.74	-65.97
	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83
	1782.14	2020.12	1861.47	1773.1	1917.05	2091.89	2045.75	1742.76	1523.53	1402.37	1368.35	1438.55	1599.13	1713.41	1509.72	1556.39	1797.76	1844.6	1934.44	2046.37	2007.08	2053.84	2081.13	2206.04	2095.19	1350.89	1156.26	1079.61	997.66	1067.45	1149.16	1394.19	1207.56	1314.63	1441.82	1490.33	1606.92	1680.46	1848.56	1993.67	1929.42	2020.43	1770.97	1002.58	839.49	848.27	799.1	830.76	930.2	1122.56	1011.59	1091.43	1191.81	1263.47	1233.75	1190.25	1441.27	1660.06	1541.08	1590.43	1202.34
	896.01	958.67	956.82	965.71	972.47	970.51	933.96	936.39	943.69	919.51	873.54	1053.54	998.37	1007.61	968.07	969.03	966.79	898.46	901.51	961.47	882.51	921.86	904.93	940.43	987.63	987.2	880.48	984.47	948.52	1065.25	1068.77	1011.8	1009.56	1013.1	1014.34	1015.78	1019.35	959.18	1001.98	1039.47	1014.79	1020.33	961.99	1015.88	1002.04	999.1	1108.48	1110.91	1105.23	970.6	934.17	935.59	934.25	1015.4	928.83	930.76	1033.72	1035.47	921.97	938.85	933.87
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	17629.92	10598.89	9351.28	12809.92	9048.86	9737.07	14333.65	7025.85	13124.63	7962.27	5879.5	5975.03	5688.39	4740.38	4444.31	4644.61	6578.68	4745.84	5475.01	5323.93	9471.15	8549.34	7902.26	10294.86	10560.44	6145.98	6468.43	4053.56	4057.64	4314.38	2597.29	2242.35	2782.94	2632.83	5082.43	2057.15	3750.86	5335.78	4351.37	5692.1	4970.35	5409.78	6249.21	2510.13	3492.27	1927.84	1494.3	1321.45	1333.64	1412.35	1426.75	1704.42	1741.85	1570.39	1784.62	2020.99	2750.94	2801.51	2496.63	2422.65	4458.41
	27.1978																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	-157.07	-217.9	-168.14	-169.35	-196.78	-210.36	-281.51	-199.05	-202.46	-209.44	-196.25	-185.14	-181.94	-176.83	-181.81	-175.89	-158.57	-159.1	-155.32	-157.52	-142.48	-175.93	-204.52	-199.14	-192.72	-161.85	-175.57	-172.86	-144.11	-136.35	-143.7	-132.57	-158.93	-119.24	-110.43	-108.49	-112.73	-129.92	-136.11	-140.31	-141.83	-179.97	-151.58	-160.75	-177.93	-174.56	-198.26	-156.06	-115.18	-145.28	-183.21	-113.65	-102.45	-85.34	-81.72	-103.28	-83.15	-98.28	-99.83	-145.25	-145.2
	-56.56	-138.27	-122.37	-66.25	-1.77	-80.34	-136.46	-82.08	-67	-65.12	-85.13	-81.19	-70.16	-61.43	-60.57	-61.37	-38.22	-31.17	-57.28	-55.34	-69.57	-61.65	-73.22	-81.78	-78.19	-59.3	-113.42	-93.34	-113.2	-88.26	-64.05	-49.92	-58.03	-32.28	-22.23	-4.17	-16.34	-12.63	-32.32	-49.84	-62.25	-87.51	-65.82	-43.78	-26.71	-84.9	-37.38	-60.3	-48.82	-30.73	-53.51	-17.72	-27.45	-19.47	-5.69	11.59	-24.99	-31.37	-37.48	-55.53	-48.41
	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91
	1655.59	2284.62	1898.91	1623.12	1912.89	2112.87	2258.92	1948.74	1600.74	1386.46	1465.98	1673.32	1719.96	1602.77	1463.25	1619.76	1853.86	1930.99	2061	2199.21	2325.69	2299.58	2338.11	2174.57	2315.56	1324.1	1108.66	995.89	964.79	1153.86	1442.54	1496.39	1190.18	1355.44	1535.77	1722.49	1962.5	2254.02	2505.76	2600.56	2341.42	2264.04	1987.45	945.37	835.03	815.62	756.78	926.95	987.66	1202.22	1080.27	1168.06	1366.31	1605.02	1793.96	1951.1	2304.21	2790.19	2453.79	1953.91	1290.44
	928.97	934.35	963.82	930.43	957.94	959.93	971.77	954.17	967.34	981.03	983.51	951.81	951.11	954.07	954.03	986.43	983.52	1005.85	929.5	959.71	947.41	964.97	959.42	885.2	905.09	912.84	906.41	928.28	920.97	973.87	974.58	1059.74	1056.55	976.4	1047.2	948.18	929.53	909.2	947.28	1015.15	961.82	907.18	908.88	974.48	1085.23	1126.5	1128.5	1092.92	989.94	995.89	996.7	1031.22	903.44	912.76	929.58	931.24	933.92	961.78	928.62	961.83	963.22
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	13915.16	11946.19	15454.02	10617.81	9807.05	10117.53	9003.57	9117.81	8463.7	8951.04	6325.28	5291.84	3891.88	5524.34	7013.58	9106.43	5222.37	5104.39	6201.19	6275.28	5138.55	9653.92	8967.92	8698.38	12930.02	8271.03	7603.93	6372	2835.74	2611.1	2848.73	1846.8	2734.19	3508.46	3739.85	2678.06	2489.34	6263.15	6819.24	5425.81	7861.12	7664.26	8654.99	5522.05	3924.89	1817.77	1486.49	870.8	1559.39	1435.59	2068.61	2845.1	4528.06	2905.04	2166.16	2655.76	4067	6030.1	5804	4458.61	7808.46
	27.3197																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	-146.84	-185.08	-131.14	-150.7	-183.52	-218.7	-236.66	-170.48	-163.15	-171.69	-171.44	-144.56	-149.5	-154.55	-186.91	-154.16	-159.13	-159.95	-161.54	-149.17	-160.72	-149.72	-147.6	-176.5	-177.14	-152.63	-153.57	-151.68	-156.44	-138.92	-120.18	-132.87	-166.61	-153.95	-140.31	-148.62	-146.06	-148.11	-153.67	-172.29	-166.54	-172.37	-144.95	-100.24	-118.81	-130.97	-166.67	-128.49	-115.56	-149	-171.17	-144.38	-121.72	-111.98	-88.68	-92.38	-62.97	-127.76	-102.2	-63.42	-80.68
	-29.92	-96.94	-64	-1.03	65.3	-0.12	-63.09	-84.42	-49.94	-40.29	-49.09	-62.66	-45.93	-33.39	-41.05	-11.57	-11.8	8.48	-10.22	-32.21	-25.96	-36.61	-41.25	-60.55	-76.53	-71.51	-82.51	-78.48	-62.48	-63.46	-47.89	-25.02	-24.47	-9.58	26.43	20.07	-4.27	-5.22	-12.61	-24.34	-45.01	-67.28	-57.01	-19.01	-18.94	-35.48	-1.67	-38.07	-26.3	-12.65	-21.38	-10.84	10.44	-21.8	-27.94	2.52	-17.47	-4.33	-23.79	-13.66	-15.17
	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52
	1870.88	2466.91	1997.62	1865.67	2323.8	2704	2429.73	2265.44	1974.54	1875.73	1937.03	2019.14	1753.31	1623.23	1846.74	1981.97	2418.41	2593.03	2991.71	3340.29	3516.8	3260.77	2736.39	2323.93	2273.13	1558.98	1300.28	1172.49	1218.03	1451.67	1687.27	1552.76	1559.53	1680.45	1864.11	2325.05	2772.17	2944.46	3293.36	3560.96	3020.71	2307.17	2237.51	1016.92	896.2	909.47	906.32	1049.72	1266.68	1280.3	1325.25	1404.74	1686.24	2117.12	2246.33	2335.71	2869.37	3198.74	3062.08	1979.71	1422.7
	909.11	975.68	1001.98	925.76	927.92	969.75	970.27	923.16	922.62	905.67	925.69	937.88	965.73	951.35	1008.41	972.77	952.08	954.72	921.06	951.76	953	954.38	930.34	931.29	952.7	904.04	995.39	933.92	940.99	943.61	1006.39	1016.62	1022.45	925.43	892.06	892.47	966.14	938.53	937.04	989.06	979.53	983.02	923.79	937.25	935.24	1026.31	812.04	890.73	1023.93	991.48	986.9	1025.76	913.04	899.76	928.56	899.37	926.7	950.43	980.89	1011.44	1025.07
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	9536.92	17151.97	22790.46	12576.11	9277.97	12722.34	21082.59	7344.65	6083.54	12057.65	8665.68	6445.64	10490.61	8049.8	11513.26	6692.1	4152	8108.14	7702.4	11717.96	15346.99	12205.19	17249.32	23074.14	16586.21	11024.94	7522.55	6717.36	3252.66	4163.78	2704.19	3018.42	4221.83	4849.52	3900.19	3224.74	4220.59	6683.98	6842.25	9596.49	15778.93	11403.27	10102.89	4863.19	3336.13	2649.08	1301.37	1128.84	931.58	1970.02	1916.72	2867.89	2331.45	3030.49	2407.46	6364.91	4268.62	4554.46	9400.86	4027.24	9345.38
	27.4417																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	-131.51	-152.13	-100.07	-109.58	-145.01	-178.23	-206.4	-169.77	-155.67	-150.43	-143.91	-133.3	-121.09	-113.04	-143.07	-127.39	-126.89	-141.04	-146.45	-144.11	-151.73	-200.95	-164.58	-165.82	-171.15	-170.18	-147.75	-135.01	-126.95	-102.63	-98.88	-86.37	-116.24	-93.97	-106.23	-125.12	-135.37	-151.57	-179.18	-185.28	-165.42	-157.84	-171.82	-116.22	-119.66	-103.8	-117.31	-110.03	-90.89	-122.87	-137.97	-100.69	-82.85	-88.43	-95.69	-110.08	-66.28	-102.26	-155.12	-35.27	-117.43
	-15.82	-15.2	-27.07	11.62	29.07	8.29	-30.4	-39.05	-11.53	-12.28	-15.29	-20.57	-22.73	-20.12	-33.11	-22.2	-4.64	-14.41	-31.07	-38.9	-29.99	-16.63	-20.33	-17.75	-23.8	-54.28	-47.67	-23.9	-18.92	-30.07	-26.51	-24.11	-36.46	-14.56	-7.59	-13.22	-35.09	-26.47	-16.9	-23.63	-24.31	-16.38	-29.13	52.16	29.46	4.28	37.82	21.43	2.76	-16.24	-53.46	-53.41	-34.23	-35.38	-34.8	-21.72	-46.66	-12.28	-2.97	66.69	34.58
	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48
	2363.77	2470.14	2336.88	2578.81	3558.88	3800.83	3126.71	2365.55	2335.84	2296.23	2287.69	2211.2	2168.72	2187.62	2398.25	2664.95	3510.71	3560.21	3524.34	3356.87	3468.04	3617.27	3807.91	2726.22	2407.21	2075.47	1807.61	1587.33	1647.24	1811.49	1912.25	1878.32	1914.77	2116.13	2763.18	2917.48	2927.73	3061.16	3126.85	3094.23	3803.17	2510.51	2222.87	1198.56	1081.23	1087.66	1109.5	1284.11	1515.54	1683.27	1594.23	1741.52	2279.2	2492.37	2424.87	2453.06	2737.71	2786.43	3105.87	1954.7	1543.38
	905.99	939.11	940.48	939.07	940.29	939.14	1011.47	1011.1	938.34	938.98	941.03	915.33	973.59	1014.53	1006.25	1008.02	979.59	940.42	969.17	963.26	993.48	978.45	932.01	963.05	962.07	934.05	1033.63	1003.04	1000.86	970.89	964.34	986.22	977.01	1004.01	963.14	933.44	934.28	934.89	1029.16	1018.41	1016.15	965.55	968.27	984.19	989.93	1078.65	1063.97	1058.37	943.04	1064.19	947.79	951.82	926.85	972.75	875.66	920.49	961.45	958.35	1009.93	982.72	977.37
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
